barangay_psgc,species,date,count
500510014.0,Naja philippinensis,2026-01-17,1
500512026.0,Naja philippinensis,2025-10-15,1
500513026.0,Naja philippinensis,2025-10-18,1
500513029.0,Naja philippinensis,2025-10-16,1
500513029.0,Naja philippinensis,2025-10-25,1
500513029.0,Naja philippinensis,2026-01-17,1
500514013.0,Naja philippinensis,2025-10-25,1
500514013.0,Naja philippinensis,2025-10-27,1
500514013.0,Naja philippinensis,2026-01-19,1
500516011.0,Naja philippinensis,2025-10-15,1
500518028.0,Naja philippinensis,2026-01-17,1
501606035.0,Naja philippinensis,2025-10-15,1
501606035.0,Naja philippinensis,2025-10-16,1
501606035.0,Naja philippinensis,2025-10-25,1
501606035.0,Naja philippinensis,2025-11-13,1
501606046.0,Naja philippinensis,2026-01-17,1
501701016.0,Naja philippinensis,2024-04-01,2
501705023.0,Naja philippinensis,2025-10-13,1
501705023.0,Naja philippinensis,2025-10-21,1
501707009.0,Naja philippinensis,2025-11-07,1
501708001.0,Naja philippinensis,2023-01-12,2
501708028.0,Naja philippinensis,2024-05-09,1
501716025.0,Naja philippinensis,2025-10-16,1
501716030.0,Naja philippinensis,2026-01-17,1
501722024.0,Naja philippinensis,2025-10-15,1
501723033.0,Naja philippinensis,2025-11-13,1
501724012.0,Naja philippinensis,2025-10-20,1
501724013.0,Naja philippinensis,2026-01-15,1
501724013.0,Naja philippinensis,2026-01-17,1
501725016.0,Naja philippinensis,2026-01-10,1
501727017.0,Naja philippinensis,2026-01-17,1
501728001.0,Naja philippinensis,2025-10-16,1
501728001.0,Naja philippinensis,2025-10-17,1
501728001.0,Naja philippinensis,2026-01-11,1
501728001.0,Naja philippinensis,2026-01-16,1
501728001.0,Naja philippinensis,2026-01-17,1
501728001.0,Ophiophagus hannah,2025-10-27,1
501728020.0,Naja philippinensis,2025-11-13,1
501728026.0,Naja philippinensis,2025-10-13,1
501728026.0,Naja philippinensis,2025-10-14,1
501728026.0,Naja philippinensis,2025-10-25,1
501728026.0,Naja philippinensis,2026-01-14,1
501728026.0,Naja philippinensis,2026-01-16,1
501728026.0,Naja philippinensis,2026-01-17,4
501728026.0,Ophiophagus hannah,2026-01-11,1
501728026.0,Ophiophagus hannah,2026-01-17,1
501731014.0,Naja philippinensis,2025-10-16,1
501733023.0,Naja philippinensis,2025-10-15,1
501734040.0,Naja philippinensis,2025-10-25,1
501734043.0,Ophiophagus hannah,2025-10-16,1
501736015.0,Naja philippinensis,2025-10-13,1
501736015.0,Naja philippinensis,2026-01-16,1
501736015.0,Naja philippinensis,2026-01-17,1
502003002.0,Ophiophagus hannah,2009-10-08,1
502005008.0,Naja philippinensis,2025-11-13,1
502010020.0,Naja philippinensis,2025-11-09,1
502010020.0,Naja philippinensis,2025-11-13,1
504105027.0,Naja philippinensis,2025-10-16,1
504105027.0,Naja philippinensis,2026-01-16,1
504106008.0,Naja philippinensis,2025-10-18,1
504112011.0,Naja philippinensis,2025-10-16,1
504112011.0,Naja philippinensis,2025-11-13,1
504116015.0,Naja samarensis,2025-10-25,1
506203009.0,Naja philippinensis,2026-01-15,1
506203033.0,Ophiophagus hannah,2025-11-13,1
506210019.0,Naja philippinensis,2025-10-28,1
506211027.0,Naja philippinensis,2025-11-08,1
506211027.0,Naja philippinensis,2026-01-11,1
506211027.0,Naja philippinensis,2026-01-15,1
506211027.0,Naja philippinensis,2026-01-16,1
506211027.0,Naja philippinensis,2026-01-17,1
506212035.0,Naja philippinensis,2024-03-29,2
506216018.0,Naja philippinensis,2025-11-09,1
600401011.0,Ophiophagus hannah,2026-01-12,1
600602038.0,Ophiophagus hannah,2026-01-17,1
600606033.0,Ophiophagus hannah,2025-10-15,1
600607043.0,Ophiophagus hannah,2026-01-19,1
600608021.0,Ophiophagus hannah,2025-10-13,1
600610014.0,Ophiophagus hannah,2025-10-25,1
600612025.0,Ophiophagus hannah,2025-10-15,1
600616062.0,Ophiophagus hannah,2026-01-16,1
600616062.0,Ophiophagus hannah,2026-01-17,1
603002054.0,Ophiophagus hannah,2025-10-14,1
603002054.0,Ophiophagus hannah,2025-10-15,1
603020030.0,Ophiophagus hannah,2025-11-13,1
603020033.0,Naja philippinensis,2025-10-27,1
603020033.0,Naja samarensis,2025-10-13,1
603021034.0,Naja philippinensis,2025-10-25,1
603025030.0,Naja philippinensis,2026-01-15,1
603028071.0,Ophiophagus hannah,2025-10-16,1
603031019.0,Ophiophagus hannah,2025-10-15,1
603031019.0,Ophiophagus hannah,2025-10-16,1
603045016.0,Ophiophagus hannah,2025-10-16,1
603045016.0,Ophiophagus hannah,2026-01-17,1
604509008.0,Ophiophagus hannah,2025-10-15,1
604517012.0,Ophiophagus hannah,2026-01-17,1
604524013.0,Ophiophagus hannah,2025-10-14,1
604526002.0,Ophiophagus hannah,2025-10-14,1
607902026.0,Ophiophagus hannah,2025-10-13,1
701202005.0,Naja samarensis,2023-05-01,2
701203015.0,Naja samarensis,2024-07-22,1
701204014.0,Ophiophagus hannah,2025-10-15,1
701207005.0,Naja samarensis,2009-02-01,2
701211016.0,Naja samarensis,2024-05-06,2
701212005.0,Naja samarensis,2025-10-16,1
701212016.0,Naja samarensis,2021-12-17,1
701212018.0,Naja samarensis,2025-10-11,1
701212018.0,Naja samarensis,2025-10-15,3
701212018.0,Naja samarensis,2025-10-27,1
701212018.0,Naja samarensis,2025-11-13,2
701212018.0,Naja samarensis,2025-11-14,1
701212018.0,Naja samarensis,2026-01-17,1
701212018.0,Ophiophagus hannah,2025-10-11,1
701212018.0,Ophiophagus hannah,2025-10-15,1
701212018.0,Ophiophagus hannah,2026-01-17,1
701216001.0,Naja samarensis,2025-10-15,1
701220030.0,Naja samarensis,2025-10-20,1
701220030.0,Ophiophagus hannah,2025-10-15,1
701223019.0,Naja samarensis,2026-01-17,1
701225030.0,Naja samarensis,2026-01-17,1
701229018.0,Ophiophagus hannah,2024-07-17,1
701232004.0,Naja samarensis,2024-07-28,1
701242010.0,Naja samarensis,2026-01-17,1
701242013.0,Naja samarensis,2026-01-17,1
701245026.0,Ophiophagus hannah,2025-10-16,1
701246017.0,Naja samarensis,2024-06-25,2
701248012.0,Naja samarensis,2025-10-15,1
701248012.0,Naja samarensis,2025-10-28,1
702202004.0,Ophiophagus hannah,2026-01-16,1
702205035.0,Ophiophagus hannah,2026-01-17,1
702206011.0,Ophiophagus hannah,2026-01-12,1
702208025.0,Naja philippinensis,2025-10-20,1
702208025.0,Naja philippinensis,2026-01-13,1
702208025.0,Ophiophagus hannah,2025-10-16,1
702208025.0,Ophiophagus hannah,2025-10-18,1
702208025.0,Ophiophagus hannah,2025-10-25,1
702210038.0,Ophiophagus hannah,2025-10-20,1
702210038.0,Ophiophagus hannah,2025-11-13,1
702215016.0,Ophiophagus hannah,2025-10-16,1
702223029.0,Ophiophagus hannah,2026-01-17,1
702229015.0,Ophiophagus hannah,2025-10-15,1
702235020.0,Ophiophagus hannah,2025-10-20,1
702237016.0,Ophiophagus hannah,2026-01-16,1
702251028.0,Ophiophagus hannah,2026-01-11,1
702252050.0,Ophiophagus hannah,2025-10-26,1
702252050.0,Ophiophagus hannah,2026-01-17,1
706106019.0,Naja samarensis,2025-11-13,1
706106019.0,Naja samarensis,2026-01-14,1
730600068.0,Naja samarensis,2025-11-10,1
730600074.0,Ophiophagus hannah,2026-01-17,1
730600082.0,Ophiophagus hannah,2025-10-15,1
802604039.0,Naja samarensis,2025-10-21,2
802605024.0,Naja samarensis,2025-10-14,1
802618005.0,Naja samarensis,2025-10-20,1
802620013.0,Naja samarensis,2025-10-20,1
802620013.0,Naja samarensis,2026-01-17,1
802623025.0,Naja samarensis,2007-10-13,1
803702051.0,Naja philippinensis,2026-01-17,1
803703010.0,Naja samarensis,2025-10-17,1
803703010.0,Naja samarensis,2025-10-18,1
803706025.0,Naja samarensis,2026-01-17,1
803708066.0,Naja samarensis,2026-01-17,1
803718031.0,Naja samarensis,2026-01-10,1
803719028.0,Ophiophagus hannah,2025-10-20,1
803722021.0,Naja samarensis,2025-11-12,1
803724004.0,Naja samarensis,2025-10-13,2
803724004.0,Naja samarensis,2025-10-15,1
803724004.0,Naja samarensis,2025-10-16,1
803724004.0,Naja samarensis,2026-01-12,1
803724004.0,Naja samarensis,2026-01-17,1
803724004.0,Ophiophagus hannah,2025-10-16,1
803724004.0,Ophiophagus hannah,2026-01-19,1
803738012.0,Ophiophagus hannah,2025-10-17,1
803738087.0,Naja samarensis,2026-01-20,1
803738115.0,Naja samarensis,2026-01-17,2
803738116.0,Naja samarensis,2025-10-15,1
803738116.0,Naja samarensis,2025-11-12,1
803738116.0,Naja samarensis,2026-01-17,2
803739023.0,Naja samarensis,2025-11-13,1
803749012.0,Ophiophagus hannah,2025-10-17,1
804813019.0,Naja samarensis,2025-10-26,1
804814032.0,Naja samarensis,2025-10-25,1
806003023.0,Naja samarensis,2025-10-16,1
806003023.0,Naja samarensis,2025-10-21,1
806003023.0,Naja samarensis,2025-11-14,1
806003032.0,Naja philippinensis,2025-10-18,1
806003032.0,Naja samarensis,2025-10-16,1
806012020.0,Naja samarensis,2026-01-17,1
806017039.0,Naja samarensis,2025-10-20,1
806022044.0,Naja samarensis,2025-10-15,1
806022044.0,Naja samarensis,2025-10-16,1
806411016.0,Naja samarensis,2026-01-17,1
806412006.0,Naja samarensis,2025-10-15,1
806412006.0,Naja samarensis,2026-01-17,2
806412006.0,Ophiophagus hannah,2026-01-17,1
806412010.0,Naja samarensis,2025-11-09,1
806413003.0,Naja philippinensis,2026-01-16,1
807807016.0,Naja samarensis,2022-01-20,2
831600047.0,Naja samarensis,2025-10-25,1
831600047.0,Naja samarensis,2026-01-17,1
831600121.0,Naja samarensis,2025-11-13,1
831600121.0,Naja samarensis,2026-01-17,1
907202004.0,Naja samarensis,2025-11-10,1
907202012.0,Naja samarensis,2026-01-17,2
907205037.0,Naja samarensis,2025-10-25,1
907205037.0,Naja samarensis,2025-11-13,1
907206002.0,Naja samarensis,2025-10-22,1
907208010.0,Ophiophagus hannah,2025-10-13,1
907210022.0,Naja samarensis,2025-10-25,1
907212016.0,Naja samarensis,2025-10-14,1
907212020.0,Naja samarensis,2026-01-17,1
907218025.0,Naja philippinensis,2025-10-14,1
907218025.0,Naja samarensis,2025-11-12,1
907221010.0,Naja samarensis,2025-10-16,1
907221010.0,Naja samarensis,2025-10-28,1
907221010.0,Naja samarensis,2025-11-13,1
907221010.0,Naja samarensis,2026-01-17,1
907221010.0,Ophiophagus hannah,2026-01-17,1
907308025.0,Naja samarensis,2025-10-26,1
907315020.0,Naja samarensis,2025-10-22,1
907322021.0,Naja samarensis,2025-10-15,1
907322056.0,Naja samarensis,2025-10-18,1
907322056.0,Naja samarensis,2026-01-14,1
907328013.0,Naja samarensis,2025-11-08,1
907330023.0,Naja samarensis,2026-01-17,1
908301019.0,Naja samarensis,2026-01-17,1
908305023.0,Naja samarensis,2025-11-14,1
908313042.0,Naja samarensis,2026-01-15,1
908315021.0,Naja samarensis,2025-11-07,1
931700005.0,Naja samarensis,2022-04-01,3
931700013.0,Ophiophagus hannah,2024-09-25,1
931700028.0,Ophiophagus hannah,2009-04-12,1
931700060.0,Naja samarensis,2026-01-17,1
931700104.0,Naja samarensis,2026-01-17,1
990101040.0,Naja philippinensis,2025-10-18,1
990101040.0,Naja philippinensis,2026-01-17,1
990101049.0,Naja philippinensis,2025-10-23,1
1001304021.0,Naja samarensis,2025-10-14,1
1001305010.0,Naja philippinensis,2026-01-13,1
1001305013.0,Naja samarensis,2019-04-10,2
1001310001.0,Naja samarensis,2025-10-10,1
1001310001.0,Naja samarensis,2025-10-25,1
1001310001.0,Ophiophagus hannah,2026-01-17,2
1001310012.0,Naja samarensis,2026-01-17,1
1001312049.0,Ophiophagus hannah,2025-10-16,1
1001312049.0,Ophiophagus hannah,2025-11-13,1
1001313006.0,Naja samarensis,2025-10-14,1
1001314002.0,Naja samarensis,2025-10-16,1
1001314016.0,Naja samarensis,2025-11-13,1
1001315008.0,Naja samarensis,2026-01-17,1
1001315014.0,Naja samarensis,2026-01-16,1
1001317035.0,Ophiophagus hannah,2025-10-14,1
1001318022.0,Ophiophagus hannah,2026-01-16,1
1001322008.0,Naja samarensis,2025-10-16,1
1001801001.0,Naja samarensis,2025-10-15,1
1003522025.0,Naja samarensis,2026-01-15,1
1004203029.0,Naja samarensis,2026-01-17,1
1004206012.0,Naja samarensis,2026-01-17,1
1004210012.0,Naja samarensis,2025-10-14,1
1004210037.0,Naja samarensis,2025-10-15,1
1004212030.0,Naja samarensis,2025-11-13,1
1004214019.0,Naja samarensis,2026-01-17,1
1004215012.0,Naja samarensis,2025-10-15,1
1004306007.0,Naja samarensis,2026-01-17,1
1004307012.0,Naja samarensis,2026-01-17,1
1004308048.0,Naja samarensis,2026-01-18,1
1004310011.0,Naja philippinensis,2026-01-17,1
1004312011.0,Naja samarensis,2026-01-17,1
1004316007.0,Naja samarensis,2025-10-14,1
1004318010.0,Naja samarensis,2020-06-05,2
1004319011.0,Naja philippinensis,2025-10-15,1
1030500061.0,Naja samarensis,2021-12-13,1
1030500067.0,Naja samarensis,2025-10-15,1
1030500073.0,Naja samarensis,2025-10-15,3
1030500073.0,Naja samarensis,2026-01-17,1
1030500073.0,Ophiophagus hannah,2025-10-22,1
1030900016.0,Naja philippinensis,2026-01-17,1
1030900016.0,Naja samarensis,2025-11-07,1
1030900016.0,Naja samarensis,2025-11-13,1
1102301032.0,Naja samarensis,2025-11-13,1
1102303007.0,Naja samarensis,2026-01-16,1
1102305009.0,Naja samarensis,2026-01-17,1
1102315025.0,Naja samarensis,2026-01-17,1
1102315025.0,Ophiophagus hannah,2025-10-16,1
1102317020.0,Naja samarensis,2025-10-20,1
1102317041.0,Ophiophagus hannah,2025-10-15,1
1102319001.0,Naja samarensis,2022-04-29,1
1102319005.0,Naja samarensis,2026-01-16,1
1102319009.0,Naja samarensis,2022-04-30,2
1102319009.0,Naja samarensis,2022-05-02,12
1102319009.0,Naja samarensis,2024-04-28,2
1102319010.0,Naja samarensis,2024-04-28,1
1102319016.0,Naja samarensis,2026-01-17,1
1102319023.0,Naja samarensis,2024-04-28,4
1102319023.0,Naja samarensis,2024-08-01,1
1102319023.0,Naja samarensis,2025-10-18,1
1102319023.0,Naja samarensis,2025-10-20,1
1102319023.0,Naja samarensis,2025-10-25,1
1102319023.0,Naja samarensis,2025-11-11,1
1102319024.0,Naja samarensis,2020-04-04,1
1102319026.0,Naja samarensis,2024-04-28,1
1102324013.0,Naja samarensis,2025-11-13,1
1102401023.0,Naja samarensis,2025-11-13,1
1102403014.0,Naja samarensis,2025-10-15,1
1102403030.0,Naja samarensis,2025-10-14,1
1102403030.0,Naja samarensis,2025-10-17,1
1102403030.0,Naja samarensis,2025-10-23,1
1102403030.0,Naja samarensis,2025-11-09,1
1102403030.0,Naja samarensis,2026-01-12,1
1102404013.0,Ophiophagus hannah,2025-10-16,1
1102410026.0,Naja samarensis,2026-01-16,1
1102411012.0,Naja philippinensis,2025-10-22,1
1102503004.0,Naja samarensis,2025-10-15,1
1102506010.0,Ophiophagus hannah,2025-11-13,1
1102508011.0,Naja philippinensis,2026-01-17,1
1102508011.0,Naja samarensis,2026-01-14,1
1102509005.0,Naja samarensis,2025-10-14,1
1102510007.0,Naja samarensis,2024-06-09,1
1108203006.0,Naja samarensis,2025-10-15,1
1108203006.0,Naja samarensis,2026-01-17,1
1108205003.0,Ophiophagus hannah,2026-01-16,1
1108207013.0,Naja samarensis,2025-10-15,1
1108207013.0,Naja samarensis,2026-01-17,1
1108208011.0,Naja samarensis,2022-07-30,2
1108209028.0,Naja samarensis,2025-10-13,1
1108209028.0,Naja samarensis,2025-10-18,1
1130700005.0,Naja samarensis,2025-10-15,1
1130700014.0,Naja samarensis,2026-01-14,1
1130700026.0,Naja samarensis,2025-10-11,1
1130700030.0,Naja samarensis,2025-10-16,1
1130700043.0,Naja samarensis,2025-10-22,1
1130700044.0,Naja samarensis,2025-11-13,1
1130700049.0,Ophiophagus hannah,2025-10-14,1
1130700056.0,Naja samarensis,2024-04-26,2
1130700058.0,Naja samarensis,2009-10-15,1
1130700061.0,Naja samarensis,2015-10-03,2
1130700061.0,Naja samarensis,2026-01-14,1
1130700066.0,Naja samarensis,2026-01-16,1
1130700069.0,Naja samarensis,2026-01-16,1
1130700104.0,Ophiophagus hannah,2026-01-13,1
1130700115.0,Naja samarensis,2021-05-09,1
1130700122.0,Naja samarensis,2020-11-24,2
1130700124.0,Naja samarensis,2025-10-16,1
1130700135.0,Naja philippinensis,2026-01-17,1
1130700135.0,Naja samarensis,2025-10-10,1
1130700135.0,Naja samarensis,2025-10-13,3
1130700135.0,Naja samarensis,2025-10-15,1
1130700135.0,Naja samarensis,2025-10-20,1
1130700135.0,Naja samarensis,2025-10-22,1
1130700135.0,Naja samarensis,2025-10-25,1
1130700135.0,Naja samarensis,2025-10-28,1
1130700135.0,Naja samarensis,2025-11-07,1
1130700135.0,Naja samarensis,2025-11-09,1
1130700135.0,Naja samarensis,2025-11-12,1
1130700135.0,Naja samarensis,2025-11-13,4
1130700135.0,Naja samarensis,2026-01-14,1
1130700135.0,Naja samarensis,2026-01-16,1
1130700135.0,Naja samarensis,2026-01-17,2
1130700135.0,Naja samarensis,2026-01-19,1
1130700176.0,Naja samarensis,2016-08-07,1
1130700183.0,Naja samarensis,2026-01-17,1
1204701006.0,Ophiophagus hannah,2025-11-13,1
1204703019.0,Naja samarensis,2026-01-12,1
1204707029.0,Naja samarensis,2025-10-15,1
1204707029.0,Naja samarensis,2025-11-13,1
1204707029.0,Naja samarensis,2026-01-17,2
1204708034.0,Naja samarensis,2025-10-15,1
1204709037.0,Naja samarensis,2026-01-17,1
1204714001.0,Naja samarensis,2025-10-27,1
1206306003.0,Naja philippinensis,2026-01-10,1
1206306003.0,Naja philippinensis,2026-01-17,1
1206306018.0,Naja philippinensis,2025-10-16,1
1206306018.0,Naja samarensis,2025-10-15,1
1206306018.0,Naja samarensis,2025-10-16,1
1206306018.0,Naja samarensis,2025-10-25,1
1206317014.0,Naja samarensis,2025-10-15,3
1206317014.0,Naja samarensis,2025-10-23,1
1206317014.0,Naja samarensis,2025-10-27,1
1206317014.0,Naja samarensis,2026-01-16,1
1206502023.0,Naja samarensis,2025-10-15,1
1206503022.0,Naja philippinensis,2025-10-15,1
1206503037.0,Naja samarensis,2023-02-25,2
1206504005.0,Naja samarensis,2025-10-15,1
1206504005.0,Naja samarensis,2026-01-17,1
1206506027.0,Naja samarensis,2026-01-13,1
1206506027.0,Ophiophagus hannah,2026-01-17,1
1206508020.0,Naja philippinensis,2026-01-17,1
1206508020.0,Naja samarensis,2025-10-15,1
1206509017.0,Naja samarensis,2026-01-17,1
1208001010.0,Naja samarensis,2026-01-17,1
1230800006.0,Ophiophagus hannah,2025-10-16,2
1230800007.0,Naja samarensis,2025-10-22,1
1230800007.0,Naja samarensis,2026-01-16,1
1230800007.0,Naja samarensis,2026-01-17,2
1230800023.0,Naja samarensis,2025-11-12,1
1230800033.0,Naja samarensis,2025-10-14,1
1230800033.0,Naja samarensis,2026-01-17,1
1380800009.0,Naja philippinensis,2025-10-18,1
1381000003.0,Ophiophagus hannah,2025-10-21,1
1381300116.0,Naja samarensis,2025-11-09,1
1381300124.0,Naja philippinensis,2025-11-13,1
1381300141.0,Naja philippinensis,2025-11-08,1
1381500025.0,Naja philippinensis,2025-10-22,1
1400101028.0,Naja philippinensis,2025-10-15,1
1400113002.0,Naja philippinensis,2025-10-16,1
1400119016.0,Naja philippinensis,2025-10-15,1
1401101002.0,Ophiophagus hannah,2025-10-16,1
1401101002.0,Ophiophagus hannah,2025-10-26,1
1401101005.0,Naja philippinensis,2026-01-17,1
1401103009.0,Ophiophagus hannah,2025-10-16,1
1401104001.0,Naja philippinensis,2013-06-02,2
1401104001.0,Naja philippinensis,2025-10-15,1
1401104006.0,Ophiophagus hannah,2025-11-13,1
1401104009.0,Naja philippinensis,2025-11-13,1
1401104009.0,Ophiophagus hannah,2025-10-14,1
1401106001.0,Ophiophagus hannah,2025-10-23,1
1401106004.0,Ophiophagus hannah,2025-10-15,1
1401106005.0,Ophiophagus hannah,2026-01-17,1
1401107013.0,Naja philippinensis,2026-01-17,1
1401110008.0,Ophiophagus hannah,2025-10-15,2
1401110014.0,Ophiophagus hannah,2026-01-17,2
1401111009.0,Ophiophagus hannah,2026-01-17,1
1401111012.0,Naja philippinensis,2026-01-17,1
1401112011.0,Ophiophagus hannah,2025-10-16,1
1401113002.0,Ophiophagus hannah,2025-10-14,1
1401113007.0,Ophiophagus hannah,2025-10-15,1
1401113007.0,Ophiophagus hannah,2025-11-13,1
1401114006.0,Ophiophagus hannah,2026-01-13,1
1402701004.0,Ophiophagus hannah,2025-10-14,1
1402701007.0,Naja philippinensis,2025-10-14,2
1402701007.0,Ophiophagus hannah,2025-10-14,1
1402701007.0,Ophiophagus hannah,2025-10-15,1
1402702011.0,Ophiophagus hannah,2025-10-15,1
1402707017.0,Naja philippinensis,2026-01-17,1
1403211007.0,Naja philippinensis,2025-10-15,1
1403211007.0,Naja philippinensis,2025-10-16,1
1403213008.0,Naja philippinensis,2025-10-14,1
1403215014.0,Ophiophagus hannah,2025-10-14,1
1404401006.0,Naja philippinensis,2025-10-10,1
1404401006.0,Ophiophagus hannah,2026-01-17,1
1404402020.0,Naja philippinensis,2025-10-15,1
1404404016.0,Naja philippinensis,2026-01-13,1
1404410017.0,Naja philippinensis,2026-01-16,1
1408101007.0,Naja philippinensis,2025-11-13,1
1408102003.0,Naja philippinensis,2025-11-13,1
1408102003.0,Ophiophagus hannah,2026-01-17,1
1408104018.0,Ophiophagus hannah,2025-10-16,1
1430300002.0,Ophiophagus hannah,2026-01-17,1
1430300025.0,Naja samarensis,2026-01-17,1
1430300050.0,Ophiophagus hannah,2025-10-15,1
1430300052.0,Ophiophagus hannah,2026-01-12,1
1430300119.0,Naja philippinensis,2025-10-25,1
1430300119.0,Ophiophagus hannah,2025-10-15,1
1430300149.0,Ophiophagus hannah,2025-10-25,1
1600201003.0,Naja samarensis,2026-01-13,1
1600201025.0,Naja samarensis,2026-01-17,1
1600203019.0,Naja samarensis,2025-10-15,1
1600204012.0,Naja samarensis,2025-10-20,1
1600206006.0,Ophiophagus hannah,2025-10-25,1
1600206011.0,Naja samarensis,2025-10-15,1
1600208009.0,Naja samarensis,2025-10-23,1
1600301016.0,Naja samarensis,2026-01-16,1
1600301016.0,Ophiophagus hannah,2025-10-15,1
1600301016.0,Ophiophagus hannah,2026-01-17,1
1600306018.0,Naja samarensis,2025-11-13,1
1600308019.0,Naja philippinensis,2026-01-13,1
1600311006.0,Naja samarensis,2025-10-17,1
1600311006.0,Naja samarensis,2025-10-20,1
1600311006.0,Naja samarensis,2026-01-17,1
1606706009.0,Naja samarensis,2025-11-13,1
1606714006.0,Naja samarensis,2025-11-08,1
1606724026.0,Naja samarensis,2025-10-10,1
1606724066.0,Naja samarensis,2026-01-17,1
1606724068.0,Naja samarensis,2025-11-13,1
1606724068.0,Naja samarensis,2026-01-16,1
1606725007.0,Naja samarensis,2025-10-27,1
1606801001.0,Naja samarensis,2024-07-28,2
1606803009.0,Naja samarensis,2025-10-10,1
1606803012.0,Naja samarensis,2025-10-17,1
1606803012.0,Naja samarensis,2025-10-18,1
1606803012.0,Naja samarensis,2025-11-13,1
1606813007.0,Naja samarensis,2026-01-17,1
1606814006.0,Naja samarensis,2025-10-16,1
1606819005.0,Naja samarensis,2026-01-16,2
1608504001.0,Naja samarensis,2026-01-16,1
1608504001.0,Ophiophagus hannah,2026-01-17,1
1608504015.0,Naja samarensis,2025-10-18,1
1608504015.0,Naja samarensis,2025-10-27,1
1630400027.0,Naja samarensis,2026-01-18,1
1630400051.0,Naja samarensis,2023-02-02,2
1630400055.0,Naja samarensis,2025-10-22,1
1630400077.0,Naja samarensis,2019-11-30,2
1630400077.0,Naja samarensis,2021-12-22,2
1630400089.0,Naja samarensis,2025-10-15,1
1630400089.0,Naja samarensis,2025-10-16,1
1704001035.0,Naja philippinensis,2025-10-16,1
1704001061.0,Ophiophagus hannah,2025-10-13,1
1704001061.0,Ophiophagus hannah,2025-10-14,1
1705101004.0,Naja philippinensis,2026-01-15,1
1705101007.0,Ophiophagus hannah,2016-07-14,2
1705109023.0,Naja philippinensis,2013-07-22,1
1705111008.0,Naja philippinensis,2026-01-17,1
1705111011.0,Naja philippinensis,2026-01-16,1
1705211004.0,Naja philippinensis,2020-09-24,2
1705215004.0,Naja philippinensis,2025-10-16,1
1705304024.0,Ophiophagus hannah,2025-10-17,1
1705306018.0,Ophiophagus hannah,2025-11-13,1
1705309017.0,Ophiophagus hannah,2025-10-15,1
1705312005.0,Ophiophagus hannah,2025-10-15,1
1705319007.0,Ophiophagus hannah,2025-10-14,1
1731500067.0,Naja philippinensis,2025-10-17,1
1903602002.0,Naja samarensis,2026-01-16,1
1903615072.0,Naja samarensis,2026-01-17,1
1903617083.0,Naja samarensis,2025-11-13,1
1903619038.0,Naja samarensis,2025-10-15,1
1903624077.0,Naja samarensis,2025-11-12,1
1903629014.0,Ophiophagus hannah,2025-10-27,1
1903630034.0,Naja samarensis,2025-11-07,1
1903630042.0,Naja samarensis,2025-10-15,1
1908705013.0,Naja samarensis,2025-11-13,1
1908705014.0,Naja samarensis,2023-11-19,2
1908705014.0,Naja samarensis,2024-09-21,1
1908822004.0,Naja samarensis,2026-01-13,1
1999902006.0,Naja samarensis,2025-10-13,1
1999902006.0,Naja samarensis,2025-10-15,1
1999902006.0,Naja samarensis,2025-10-20,1
1999902006.0,Naja samarensis,2025-11-09,1
1999902006.0,Naja samarensis,2025-11-11,1
1999902006.0,Naja samarensis,2026-01-16,1
